"Timestamp","ISBN","Title","Author","Publisher","Year","Summary","Genre","Reading level","Page count","Price"
"2020/01/29 6:01:12 PM PST","9789849195177","Sisimpure holud vut","Mohammad shah Alam","Sisimpur ","2017","","Fiction","4","14","5"
"2020/01/29 6:03:16 PM PST","9789849195184","Bijh  theke thalai ","Mohammad shah Alam","Sisimpur ","2017","","Science","3","20","10"
"2020/01/29 6:05:27 PM PST","9841900971","Ghuri oranor mela","Litu Shakhaoath","Brac","2008","","Culture","3","16","5"
"2020/01/29 6:07:23 PM PST","9789849195160","Shotimoti","Mohammad Shah Alam ","Sisemi workshop ","2017","","General","4","18","5"
"2020/01/29 6:08:58 PM PST","9789849195245","Amra pari","Shantimoi chakma","Sisemi","2017","","General","4","14","10"
"2020/01/29 6:09:32 PM PST","9789849195245","Amra pari","Shantimoi chakma","Sisemi","2017","","General","4","14","10"
"2020/01/29 6:11:11 PM PST","9789849195207","Ikri O projapoti","Ahmed khan hirok ","Sisemi workshop ","2017","","Fairy tale","3","16","10"
"2020/01/29 6:13:13 PM PST","9789849214939","Eigol paki kothai gelo ","Ahmed khan Hirok ","Sisemi workshop ","2017","","Fiction","4","17","10"
"2020/01/29 6:14:59 PM PST","9789849195290","Panite jopath jopath","Binoy bormon ","Sisemi workshop ","2017","","Science","5","16","10"
"2020/01/29 6:17:06 PM PST","9789849214922","Mach dhorar moja ","Shantimoi cahkma ","Sisemi workshop ","2017","","General","4","16","5"
"2020/01/29 9:52:14 PM PST","9789849214960","Nanan kajer nanan nam","Mohammad Shah Alam ","Sisemi workshop ","2017","","General","4","16","5"
"2020/01/29 9:53:58 PM PST","9789849195238","Saladiar soshomo khabar","Ahmed khan Hirok","Sisemi workshop ","2017","","General","4","17","5"
"2020/01/29 9:56:01 PM PST","9789849195214","Dhuki katbirali","Shantimoi chakma","Sisemi workshop ","2017","","General","4","20","10"
"2020/01/29 9:57:29 PM PST","9789849214953","Gach O khai","Gopal dey ","Sisemi workshop ","2017","","General","4","17","10"
"2020/01/29 9:59:44 PM PST","","Lal Murgi","Jishan rohoman","Brac","2017","","General","3","16","5"
"2020/01/29 10:01:05 PM PST","","Dadima O ami","Farzana ahmed","Brac","2017","","General","2","10","5"
"2020/01/29 10:03:00 PM PST","","Chotto chele Belal","Zeeshan Rahman& LimaDewan","Brac","2017","","General","3","8","5"
"2020/01/29 10:04:08 PM PST","","Phritibir sobcheye Boro pitha","Limia dewan","Brac","2017","","General","3","10","5"
"2020/01/29 10:05:16 PM PST","","Dui Bon","Limia Dewan& jisan rahman","Brac","2017","","General","4","10","5"
